City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Orleans,US,30.0335,-89.9501,55.45,77,100,23.02,overcast clouds
452,Victor Harbor,AU,-35.5667,138.6167,48.69,76,96,9.1,overcast clouds
453,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,87.62,62,95,4.18,light rain
454,Touros,BR,-5.1989,-35.4608,78.42,73,25,13.53,scattered clouds
455,Merauke,ID,-8.4667,140.3333,78.48,86,100,3.38,overcast clouds
456,Mega,ET,4.05,38.3,58.93,80,39,7.45,scattered clouds
457,Quatre Cocos,MU,-20.2078,57.7625,71.71,58,58,9.35,broken clouds
458,Kokstad,ZA,-30.5472,29.4241,59.56,78,94,4.65,overcast clouds
459,Lewisporte,CA,49.2499,-55.0482,31.71,93,100,6.02,overcast clouds
460,Rosarito,MX,32.3333,-117.0333,75.42,38,6,9.53,clear sky
461,Flinders,AU,-34.5833,150.8552,55.18,73,19,4.0,few clouds
462,Jiangkou,CN,25.4872,119.1986,64.92,88,100,12.3,overcast clouds
463,Whitecourt,CA,54.1502,-115.6855,40.24,60,75,14.97,broken clouds
464,Anuradhapura,LK,8.3565,80.4173,72.0,96,100,2.8,overcast clouds
465,Mao,ES,39.8885,4.2658,68.56,83,20,17.27,few clouds
466,Santander,ES,43.4647,-3.8044,58.46,91,75,1.99,broken clouds
467,Bystryy Istok,RU,52.371,84.3873,38.95,66,100,21.74,overcast clouds
468,Horizontina,BR,-27.6258,-54.3078,73.99,49,0,5.32,clear sky
469,Srednekolymsk,RU,67.45,153.6833,-28.19,100,48,7.74,scattered clouds
470,Puerto Ayacucho,VE,5.6639,-67.6236,84.67,77,100,3.94,moderate rain
471,Tlacotepec,MX,20.0667,-97.8667,59.49,98,100,3.94,light rain
472,Batemans Bay,AU,-35.7167,150.1833,49.93,79,33,3.89,scattered clouds
473,Berlevag,NO,70.8578,29.0864,40.95,81,100,28.77,light intensity drizzle
474,Belyy Yar,RU,53.6039,91.3903,35.49,75,0,11.18,clear sky
475,San Pedro,PH,14.35,121.0167,77.32,94,20,1.14,few clouds
476,Svetlogorsk,BY,52.6333,29.7333,36.7,93,45,5.06,scattered clouds
477,Kaabong,UG,3.4836,34.1492,68.0,63,76,9.19,broken clouds
478,Mahibadhoo,MV,3.7833,72.9667,81.3,75,88,11.54,overcast clouds
479,Te Anau,NZ,-45.4167,167.7167,59.77,74,100,3.58,overcast clouds
480,Kaitangata,NZ,-46.2817,169.8464,58.96,72,100,2.86,overcast clouds
481,Urumqi,CN,43.801,87.6005,31.15,75,97,4.47,mist
482,Hualmay,PE,-11.0964,-77.6139,68.4,73,41,10.27,scattered clouds
483,Naze,JP,28.3667,129.4833,65.32,68,100,12.55,overcast clouds
484,Ust-Tarka,RU,55.5672,75.705,25.63,95,99,11.16,overcast clouds
485,Sri Aman,MY,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
486,Tilichiki,RU,60.4667,166.1,23.04,95,100,10.65,light snow
487,Lindi,TZ,-10.0,39.7167,74.75,88,18,2.93,few clouds
488,Ngunguru,NZ,-35.6167,174.5,64.13,94,47,6.69,scattered clouds
489,Waddan,LY,29.1614,16.139,64.17,32,1,3.33,clear sky
490,Hereford,GB,52.0568,-2.7148,48.06,94,62,1.01,broken clouds
491,Turayf,SA,31.6725,38.6637,59.25,88,0,11.5,clear sky
492,Souris,CA,49.6172,-100.2612,22.86,87,93,5.64,overcast clouds
493,Kanigiri,IN,15.4,79.5167,71.02,88,0,1.66,clear sky
494,Wadi Musa,JO,30.3222,35.4793,53.04,90,75,5.26,broken clouds
495,Nicoya,CR,10.1483,-85.452,79.65,84,100,5.37,overcast clouds
496,Fochville,ZA,-26.4886,27.4939,67.08,47,25,4.56,scattered clouds
497,San Antonio,US,29.4241,-98.4936,59.52,46,0,8.05,clear sky
498,Anqing,CN,30.5092,117.0506,50.38,71,60,4.45,broken clouds
499,Umba,RU,66.6871,34.3429,33.57,87,100,9.37,overcast clouds
500,Gold Coast,AU,-28.0,153.4333,73.99,82,3,5.75,clear sky
501,Isangel,VU,-19.55,169.2667,80.71,74,0,2.3,clear sky
502,Kainantu,PG,-6.2887,145.8655,62.65,91,95,0.58,overcast clouds
503,Santa Marta,CO,11.2408,-74.199,89.65,76,40,11.99,scattered clouds
504,Ukhta,RU,63.5671,53.6835,-12.91,100,65,2.51,broken clouds
505,Kargasok,RU,59.0556,80.8572,20.59,96,100,9.95,light snow
506,Aripuana,BR,-9.1667,-60.6333,74.7,96,99,1.52,overcast clouds
507,Elko,US,41.0002,-115.5012,34.74,53,3,13.0,clear sky
508,Vieste,IT,41.8825,16.175,61.21,74,100,10.94,overcast clouds
509,Kathu,TH,7.9178,98.3332,83.75,88,100,7.76,overcast clouds
510,Salalah,OM,17.0151,54.0924,74.73,65,2,1.16,clear sky
511,Batagay,RU,67.6333,134.6333,-36.22,98,82,3.51,broken clouds
512,Udomlya,RU,57.8794,34.9925,27.0,94,99,5.86,overcast clouds
513,Kedgwick,CA,47.6446,-67.3434,25.56,92,100,4.52,overcast clouds
514,Kalnciems,LV,56.8011,23.6097,37.45,76,94,12.37,overcast clouds
515,Mogocha,RU,53.7333,119.7667,-0.42,98,15,2.46,few clouds
516,Kirensk,RU,57.7853,108.1119,20.62,98,100,1.86,overcast clouds
517,Santa Maria,BR,-29.6842,-53.8069,81.7,28,0,11.5,clear sky
518,Niamey,NE,13.5137,2.1098,82.69,15,0,4.61,clear sky
519,Tambacounda,SN,13.7539,-13.7586,82.45,54,0,4.61,clear sky
520,Mnogovershinnyy,RU,53.9353,139.9242,13.57,97,96,1.39,snow
521,Tongliao,CN,43.6125,122.2653,22.62,75,1,8.59,clear sky
522,Nyurba,RU,63.2842,118.3319,-20.87,97,100,3.15,overcast clouds
523,Kasongo-Lunda,CD,-6.4667,16.8167,73.13,78,100,1.99,overcast clouds
524,Noumea,NC,-22.2763,166.4572,78.01,99,0,1.57,clear sky
525,Comodoro Rivadavia,AR,-45.8667,-67.5,84.06,20,0,21.85,clear sky
526,Ulladulla,AU,-35.35,150.4667,51.58,68,36,3.89,scattered clouds
527,Puerto Carreno,CO,6.189,-67.4859,93.18,55,40,8.05,scattered clouds
528,Kavieng,PG,-2.5744,150.7967,82.09,70,99,11.72,overcast clouds
529,Broken Hill,AU,-31.95,141.4333,49.95,63,1,15.43,clear sky
530,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,93.54,26,5,5.5,clear sky
531,Kisangani,CD,0.5167,25.2,70.29,96,100,2.51,overcast clouds
532,Shangqiu,CN,34.45,115.65,47.35,65,54,5.23,broken clouds
533,Kalengwa,ZM,-13.4659,25.0027,65.86,83,95,4.0,overcast clouds
534,Nsanje,MW,-16.92,35.262,72.97,88,6,2.73,clear sky
535,Lucapa,AO,-8.4192,20.7447,66.09,94,99,2.42,light rain
536,Solwezi,ZM,-12.1688,26.3894,61.25,94,98,3.42,overcast clouds
537,Ulagan,RU,50.6321,87.9563,18.18,84,46,2.64,scattered clouds
538,Marsaxlokk,MT,35.8419,14.5431,70.09,73,0,5.75,clear sky
539,Plonsk,PL,52.6235,20.3755,40.6,92,10,6.82,clear sky
540,Aanekoski,FI,62.6946,25.818,28.67,100,100,5.41,overcast clouds
541,Robertsport,LR,6.7533,-11.3686,78.98,79,100,3.29,light rain
542,Poum,NC,-20.2333,164.0167,77.13,80,5,8.43,clear sky
543,Selizharovo,RU,56.8519,33.4487,28.24,96,99,6.73,overcast clouds
544,Kalabo,ZM,-14.97,22.6814,73.47,65,56,5.06,broken clouds
545,Kutum,SD,14.2,24.6667,64.65,25,4,10.54,clear sky
546,Hinton,CA,53.4001,-117.5857,39.85,90,13,2.57,few clouds
547,Hay River,CA,60.8156,-115.7999,24.78,74,40,23.02,scattered clouds
548,Cochirleanca,RO,45.2167,27.0333,45.27,87,98,15.99,overcast clouds
549,Valdivia,CL,-39.8142,-73.2459,63.57,69,71,5.79,broken clouds
550,Teguldet,RU,57.3064,88.1667,33.75,97,100,10.27,light snow
551,Lavrentiya,RU,65.5833,-171.0,29.91,82,100,30.76,overcast clouds
552,Tual,ID,-5.6667,132.75,82.89,75,100,6.33,light rain
553,Bud,US,39.447,-86.1758,41.02,78,100,6.44,overcast clouds
554,Swellendam,ZA,-34.0226,20.4417,63.55,65,15,2.01,few clouds
555,Alta Floresta,BR,-9.8756,-56.0861,82.81,66,69,1.21,broken clouds
556,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,82,40,11.07,scattered clouds
557,Phuket,TH,8.0,98.25,84.13,94,40,2.3,scattered clouds
558,Nyaunglebin,MM,17.95,96.7333,71.58,90,33,3.58,scattered clouds
559,Mitchell,US,43.7094,-98.0298,26.11,71,100,13.0,overcast clouds
560,Sola,VU,-13.8833,167.55,77.67,100,0,0.0,clear sky
561,Muisne,EC,0.6,-80.0333,76.17,78,81,11.34,broken clouds
562,Ust-Ordynskiy,RU,52.805,104.7508,20.01,91,92,4.45,overcast clouds
563,Cedar City,US,37.6775,-113.0619,34.39,54,0,12.84,clear sky
564,Mendoza,AR,-32.8908,-68.8272,90.93,16,0,8.05,clear sky
565,Aginskoye,RU,51.1,114.53,15.75,88,84,2.3,broken clouds
566,Halifax,CA,44.6453,-63.5724,38.44,66,75,12.66,broken clouds
567,Kiruna,SE,67.8557,20.2251,5.92,85,20,6.91,few clouds
568,Vershino-Darasunskiy,RU,52.35,115.5167,7.11,98,48,1.14,scattered clouds
569,Christchurch,NZ,-43.5333,172.6333,67.95,79,100,9.22,overcast clouds
570,Chililabombwe,ZM,-12.3648,27.8229,64.24,92,89,5.23,overcast clouds
571,Yar-Sale,RU,66.8333,70.8333,-11.22,93,25,4.25,scattered clouds
572,Sungai Padi,TH,6.0851,101.8766,76.78,98,100,1.79,overcast clouds
573,Marzuq,YE,14.4,46.4667,63.45,53,0,1.59,clear sky
574,Strezhevoy,RU,60.7333,77.5889,7.16,91,100,11.21,overcast clouds
575,Novozybkov,RU,52.5396,31.9275,38.57,94,54,5.19,broken clouds
576,Mugla,TR,37.2303,28.3557,44.67,73,0,1.36,clear sky
577,Athabasca,CA,54.7169,-113.2854,37.81,78,15,14.45,few clouds
578,Amapa,BR,1.0,-52.0,79.81,73,100,1.81,overcast clouds
579,Vardo,NO,70.3705,31.1107,41.23,74,100,26.49,overcast clouds
580,Hof,DE,50.3167,11.9167,47.5,85,100,5.99,overcast clouds
581,Charters Towers,AU,-20.1,146.2667,79.56,30,91,10.56,overcast clouds
582,Kuching,MY,1.55,110.3333,76.12,100,40,5.01,light rain
583,Shellbrook,CA,53.2168,-106.4011,24.03,94,99,4.27,overcast clouds
584,Bilibino,RU,68.0546,166.4372,0.05,88,100,9.01,overcast clouds
585,Oum Hadjer,TD,13.2954,19.6966,77.95,22,7,9.93,clear sky
586,Khonsa,IN,27.0167,95.5667,55.69,83,0,3.24,clear sky
587,Mathathane,BW,-22.2687,28.7495,75.88,44,0,6.76,clear sky
588,Buala,SB,-8.145,159.5921,82.27,75,87,4.27,light rain
589,Portland,US,45.5234,-122.6762,57.61,49,2,15.99,clear sky
590,Redlands,US,34.0556,-117.1825,72.72,26,0,4.0,clear sky
591,Niono,ML,14.2526,-5.993,86.04,15,100,8.99,overcast clouds
592,Caravelas,BR,-17.7125,-39.2481,76.98,85,100,10.11,overcast clouds
593,Moose Factory,CA,51.2585,-80.6094,21.2,79,75,6.91,broken clouds
594,Tourlaville,FR,49.6383,-1.5664,49.42,81,40,9.22,scattered clouds
595,Puri,IN,19.8,85.85,63.12,56,0,7.47,clear sky
596,Banda Aceh,ID,5.5577,95.3222,78.93,79,100,14.36,light rain
597,Vitim,RU,59.4511,112.5578,-0.58,94,100,2.71,overcast clouds
598,Taltal,CL,-25.4,-70.4833,64.6,75,32,5.28,scattered clouds
599,Turbat,PK,26.0023,63.044,74.59,77,0,2.64,clear sky
600,Mayskiy,RU,47.6931,40.1025,27.81,52,44,5.99,scattered clouds
601,Bemidji,US,47.4736,-94.8803,31.05,90,40,0.0,scattered clouds
602,Ximei,CN,24.9639,118.3794,65.61,89,98,2.86,overcast clouds
603,Aitape,PG,-3.1374,142.3475,76.23,87,56,4.76,broken clouds
604,Ponta Pora,BR,-22.5361,-55.7256,80.51,32,0,4.61,clear sky
605,Port-Cartier,CA,50.0334,-66.8654,26.28,81,67,7.02,broken clouds
606,Huangmei,CN,30.1924,116.025,54.18,64,93,4.63,overcast clouds
607,Atasu,KZ,48.6814,71.6433,26.35,79,89,21.0,overcast clouds
608,Vangaindrano,MG,-23.35,47.6,71.73,79,100,7.52,light rain
609,Manzhouli,CN,49.6,117.4333,13.71,90,50,5.21,scattered clouds
610,Turinsk,RU,58.0458,63.696,4.44,89,99,10.0,overcast clouds
611,Atar,MR,20.5169,-13.0499,80.62,26,5,15.9,clear sky
612,Bijar,IR,35.8668,47.6051,37.51,39,0,4.9,clear sky
613,Hazorasp,UZ,41.3194,61.0742,40.84,59,34,8.14,scattered clouds
614,Frankfort,ZA,-27.2667,28.4833,60.17,68,6,3.85,clear sky
615,Saint-Denis,FR,48.9167,2.3333,55.56,91,100,11.5,overcast clouds
616,Red Bank,US,40.3471,-74.0643,48.87,68,100,8.01,overcast clouds
617,Vilhena,BR,-12.7406,-60.1458,86.22,58,40,8.05,light rain
618,Yambio,SS,4.5721,28.3955,70.09,75,63,3.0,broken clouds
619,Methoni,GR,36.8197,21.7049,62.22,78,92,6.71,overcast clouds
620,Impfondo,CG,1.6381,18.0667,72.01,95,100,2.04,light rain
621,Aligudarz,IR,33.4006,49.6949,42.57,53,0,3.78,clear sky
622,Grand Gaube,MU,-20.0064,57.6608,72.0,66,68,4.0,broken clouds
623,Kuliyapitiya,LK,7.4688,80.0401,76.68,97,89,3.15,overcast clouds
624,Key West,US,24.5557,-81.7826,82.0,78,4,8.99,clear sky
625,Kastamonu,TR,41.5,33.6667,39.67,76,88,0.36,overcast clouds
626,Mailsi,PK,29.8003,72.1758,62.17,44,0,5.82,clear sky
627,Shakhtinsk,KZ,49.71,72.5872,26.26,79,80,18.54,broken clouds
628,Alibag,IN,18.6411,72.8792,78.87,70,4,5.01,clear sky
629,Hialeah Gardens,US,25.8651,-80.3245,88.02,71,0,7.74,clear sky
630,Ossipee,US,43.6854,-71.1167,37.78,67,100,1.14,overcast clouds
631,Mirador,BR,-6.3708,-44.3631,80.74,69,82,0.49,broken clouds
632,La Ronge,CA,55.1001,-105.2842,26.85,74,75,5.75,light snow
633,Atambua,ID,-9.1061,124.8925,75.79,85,93,1.1,overcast clouds
634,Ulma,DE,48.3984,9.9916,50.36,93,100,2.3,overcast clouds
635,Abu Kamal,SY,34.4506,40.9171,64.85,36,9,13.49,clear sky
636,Yichang,CN,30.7144,111.2847,57.92,63,96,1.5,overcast clouds
637,Aguimes,ES,27.9054,-15.4461,70.43,40,0,8.05,clear sky
638,Louga,RU,58.7372,29.8453,32.61,88,100,8.34,overcast clouds
639,Ouricuri,BR,-7.8825,-40.0817,84.99,40,82,1.34,broken clouds
640,Quelimane,MZ,-17.8786,36.8883,76.95,78,20,5.01,few clouds
641,Padang,ID,-0.9492,100.3543,75.33,88,100,5.66,overcast clouds
642,Ulaanbaatar,MN,47.9077,106.8832,18.41,72,83,3.83,broken clouds
643,Whitehorse,CA,60.7161,-135.0538,33.1,93,100,3.44,mist
644,Yumen,CN,40.2833,97.2,30.6,33,0,3.0,clear sky
645,Paraiso,CR,9.8383,-83.8656,73.31,98,100,3.27,overcast clouds
646,Dongsheng,CN,39.8161,109.9776,32.68,40,76,8.48,broken clouds
647,Grindavik,IS,63.8424,-22.4338,51.75,93,100,11.5,light intensity drizzle
648,Le Mont-Sur-Lausanne,CH,46.5582,6.6315,52.07,96,100,1.95,overcast clouds
649,Gagnoa,CI,6.1293,-5.9437,72.16,94,67,2.42,broken clouds
650,Sampit,ID,-2.5333,112.95,72.73,99,100,3.58,overcast clouds
651,Kulhudhuffushi,MV,6.6221,73.07,81.01,77,97,9.64,overcast clouds
652,Gaogou,CN,34.0175,119.1886,45.99,62,17,0.69,few clouds
653,Praya,CV,14.9215,-23.5087,75.74,73,75,17.27,broken clouds
654,Juventino Rosas,MX,20.65,-101.0,80.67,18,3,7.38,clear sky
655,Petapa,GT,14.5028,-90.5517,81.75,47,20,16.11,few clouds
656,Naron,ES,43.5167,-8.1528,57.6,85,100,15.28,overcast clouds
657,Omsukchan,RU,62.5333,155.8,-13.22,83,93,5.73,overcast clouds
658,Buloh Kasap,MY,2.5536,102.764,74.79,97,100,1.72,overcast clouds
659,Maxixe,MZ,-23.8597,35.3472,67.82,74,0,2.46,clear sky
660,Bilma,NE,18.6853,12.9164,69.87,23,21,7.58,few clouds
661,Zhanaozen,KZ,43.3,52.8,31.89,72,43,5.61,scattered clouds
662,Palmer,US,42.1584,-72.3287,41.25,52,100,1.01,overcast clouds
663,Anori,BR,-3.7728,-61.6442,82.78,80,100,3.6,overcast clouds
664,Maniitsoq,GL,65.4167,-52.9,22.01,87,100,11.03,light snow
665,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,5.75,few clouds
666,Surskoye,RU,54.4821,46.7214,21.24,94,53,3.71,broken clouds
667,Hervey Bay,AU,-25.2986,152.8535,72.72,50,99,5.17,overcast clouds
668,Inverell,AU,-29.7833,151.1167,61.66,77,0,3.0,clear sky
669,Great Yarmouth,GB,52.6083,1.7305,54.01,86,100,16.4,light rain
670,Vanino,RU,49.0869,140.2543,19.02,78,45,4.68,scattered clouds
671,Riyadh,SA,24.6877,46.7219,71.74,29,0,9.57,clear sky
672,Greaca,RO,44.1094,26.3394,46.2,78,61,3.91,broken clouds
673,Tessalit,ML,20.1986,1.0114,74.79,16,100,6.51,overcast clouds
674,Lufilufi,WS,-13.8745,-171.5986,85.78,74,100,18.37,overcast clouds
675,Mudkhed,IN,19.1667,77.5167,62.76,52,0,1.74,clear sky
676,La Asuncion,VE,11.0333,-63.8628,87.53,66,6,16.11,light rain
